Min Value,3,3,4,3,1,,,,,,,,,,,,,,,,
Max Value,5,5,5,5,4,,,,,,,,,,,,,,,,
Mean,4.4,4.4,4.4,4.2,2.4,,,,,,,,,,,,,,,,
Variance,0.8,0.8,0.3,0.7,1.3,,,,,,,,,,,,,,,,
Standard Deviation,0.89,0.89,0.55,0.84,1.14,,,,,,,,,,,,,,,,
Total Responses,5,5,5,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"108.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (7)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,3,0,3,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,0,3,0,3,4,,,,,,,,,,,,,
3,This website is accurate,0,0,0,3,0,3,4,,,,,,,,,,,,,
4,This website is complete,0,0,0,3,0,3,4,,,,,,,,,,,,,
5,This website is biased,0,3,0,0,0,3,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,4,4,4,4,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,2,,,,,,,,,,,,,,,,
Mean,4,4,4,4,2,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"109.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (8)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,1,1,0,3,3,,,,,,,,,,,,,
2,This website is trustworthy,0,1,1,1,0,3,3,,,,,,,,,,,,,
3,This website is accurate,0,2,0,1,0,3,2.67,,,,,,,,,,,,,
4,This website is complete,0,0,1,1,1,3,4,,,,,,,,,,,,,
5,This website is biased,0,1,2,0,0,3,2.67,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,3,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,5,3,,,,,,,,,,,,,,,,
Mean,3,3,2.67,4,2.67,,,,,,,,,,,,,,,,
Variance,1,1,1.33,1,0.33,,,,,,,,,,,,,,,,
Standard Deviation,1,1,1.15,1,0.58,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"110.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (9)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,2,0,2,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,0,2,0,2,4,,,,,,,,,,,,,
3,This website is accurate,0,0,0,2,0,2,4,,,,,,,,,,,,,
4,This website is complete,0,0,0,2,0,2,4,,,,,,,,,,,,,
5,This website is biased,0,2,0,0,0,2,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,4,4,4,4,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,2,,,,,,,,,,,,,,,,
Mean,4,4,4,4,2,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,2,2,2,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"111.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (10)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,0,1,1,5,,,,,,,,,,,,,
2,This website is trustworthy,0,0,0,0,1,1,5,,,,,,,,,,,,,
3,This website is accurate,0,0,0,1,0,1,4,,,,,,,,,,,,,
4,This website is complete,0,0,0,1,0,1,4,,,,,,,,,,,,,
5,This website is biased,0,0,0,1,0,1,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,5,5,4,4,4,,,,,,,,,,,,,,,,
Max Value,5,5,4,4,4,,,,,,,,,,,,,,,,
Mean,5,5,4,4,4,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"112.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (11)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,1,0,1,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,0,1,0,1,4,,,,,,,,,,,,,
3,This website is accurate,0,0,0,1,0,1,4,,,,,,,,,,,,,
4,This website is complete,0,0,1,0,0,1,3,,,,,,,,,,,,,
5,This website is biased,0,0,1,0,0,1,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,4,4,4,3,3,,,,,,,,,,,,,,,,
Max Value,4,4,4,3,3,,,,,,,,,,,,,,,,
Mean,4,4,4,3,3,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"113.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (12)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
3,This website is accurate,0,0,2,1,0,3,3.33,,,,,,,,,,,,,
4,This website is complete,0,1,1,1,0,3,3,,,,,,,,,,,,,
5,This website is biased,0,1,1,0,1,3,3.33,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,3,2,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,5,,,,,,,,,,,,,,,,
Mean,3.67,3.67,3.33,3,3.33,,,,,,,,,,,,,,,,
Variance,0.33,0.33,0.33,1,2.33,,,,,,,,,,,,,,,,
Standard Deviation,0.58,0.58,0.58,1,1.53,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"114.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (13)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,2,3,0,6,3.33,,,,,,,,,,,,,
2,This website is trustworthy,0,2,2,2,0,6,3,,,,,,,,,,,,,
3,This website is accurate,0,2,2,2,0,6,3,,,,,,,,,,,,,
4,This website is complete,0,6,0,0,0,6,2,,,,,,,,,,,,,
5,This website is biased,0,2,2,2,0,6,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,2,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,2,4,,,,,,,,,,,,,,,,
Mean,3.33,3,3,2,3,,,,,,,,,,,,,,,,
Variance,0.67,0.8,0.8,0,0.8,,,,,,,,,,,,,,,,
Standard Deviation,0.82,0.89,0.89,0,0.89,,,,,,,,,,,,,,,,
Total Responses,6,6,6,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"115.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (14)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,4,1,0,6,3,,,,,,,,,,,,,
2,This website is trustworthy,0,1,4,1,0,6,3,,,,,,,,,,,,,
3,This website is accurate,0,2,3,1,0,6,2.83,,,,,,,,,,,,,
4,This website is complete,0,2,3,1,0,6,2.83,,,,,,,,,,,,,
5,This website is biased,0,2,1,3,0,6,3.17,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,2,2,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,4,,,,,,,,,,,,,,,,
Mean,3,3,2.83,2.83,3.17,,,,,,,,,,,,,,,,
Variance,0.4,0.4,0.57,0.57,0.97,,,,,,,,,,,,,,,,
Standard Deviation,0.63,0.63,0.75,0.75,0.98,,,,,,,,,,,,,,,,
Total Responses,6,6,6,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"116.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (15)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,1,1,3,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,1,1,3,4,,,,,,,,,,,,,
3,This website is accurate,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
4,This website is complete,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
5,This website is biased,0,1,2,0,0,3,2.67,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,3,3,2,,,,,,,,,,,,,,,,
Max Value,5,5,4,4,3,,,,,,,,,,,,,,,,
Mean,4,4,3.67,3.67,2.67,,,,,,,,,,,,,,,,
Variance,1,1,0.33,0.33,0.33,,,,,,,,,,,,,,,,
Standard Deviation,1,1,0.58,0.58,0.58,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"117.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (16)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,0,0,1,3,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,0,0,1,3,,,,,,,,,,,,,
3,This website is accurate,0,0,1,0,0,1,3,,,,,,,,,,,,,
4,This website is complete,1,0,0,0,0,1,1,,,,,,,,,,,,,
5,This website is biased,0,0,0,1,0,1,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,3,1,4,,,,,,,,,,,,,,,,
Max Value,3,3,3,1,4,,,,,,,,,,,,,,,,
Mean,3,3,3,1,4,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"118.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (17)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,2,0,0,0,2,2,,,,,,,,,,,,,
2,This website is trustworthy,0,2,0,0,0,2,2,,,,,,,,,,,,,
3,This website is accurate,0,2,0,0,0,2,2,,,,,,,,,,,,,
4,This website is complete,1,0,1,0,0,2,2,,,,,,,,,,,,,
5,This website is biased,0,0,1,0,1,2,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,1,3,,,,,,,,,,,,,,,,
Max Value,2,2,2,3,5,,,,,,,,,,,,,,,,
Mean,2,2,2,2,4,,,,,,,,,,,,,,,,
Variance,0,0,0,2,2,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,1.41,1.41,,,,,,,,,,,,,,,,
Total Responses,2,2,2,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"119.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (18)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,0,0,1,3,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,0,0,1,3,,,,,,,,,,,,,
3,This website is accurate,0,0,1,0,0,1,3,,,,,,,,,,,,,
4,This website is complete,0,0,1,0,0,1,3,,,,,,,,,,,,,
5,This website is biased,0,0,0,1,0,1,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,3,3,4,,,,,,,,,,,,,,,,
Max Value,3,3,3,3,4,,,,,,,,,,,,,,,,
Mean,3,3,3,3,4,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"120.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (19)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,2,2,5,4.2,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,2,2,5,4.2,,,,,,,,,,,,,
3,This website is accurate,0,1,0,3,1,5,3.8,,,,,,,,,,,,,
4,This website is complete,1,1,1,2,0,5,2.8,,,,,,,,,,,,,
5,This website is biased,1,1,3,0,0,5,2.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,2,1,1,,,,,,,,,,,,,,,,
Max Value,5,5,5,4,3,,,,,,,,,,,,,,,,
Mean,4.2,4.2,3.8,2.8,2.4,,,,,,,,,,,,,,,,
Variance,0.7,0.7,1.2,1.7,0.8,,,,,,,,,,,,,,,,
Standard Deviation,0.84,0.84,1.1,1.3,0.89,,,,,,,,,,,,,,,,
Total Responses,5,5,5,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"121.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (20)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,1,2,1,5,3.6,,,,,,,,,,,,,
2,This website is trustworthy,0,1,1,2,1,5,3.6,,,,,,,,,,,,,
3,This website is accurate,1,0,1,3,0,5,3.2,,,,,,,,,,,,,
4,This website is complete,1,1,0,3,0,5,3,,,,,,,,,,,,,
5,This website is biased,0,2,2,0,1,5,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,1,1,2,,,,,,,,,,,,,,,,
Max Value,5,5,4,4,5,,,,,,,,,,,,,,,,
Mean,3.6,3.6,3.2,3,3,,,,,,,,,,,,,,,,
Variance,1.3,1.3,1.7,2,1.5,,,,,,,,,,,,,,,,
Standard Deviation,1.14,1.14,1.3,1.41,1.22,,,,,,,,,,,,,,,,
Total Responses,5,5,5,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"122.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (21)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,0,1,0,2,3,,,,,,,,,,,,,
2,This website is trustworthy,0,1,0,1,0,2,3,,,,,,,,,,,,,
3,This website is accurate,0,1,0,1,0,2,3,,,,,,,,,,,,,
4,This website is complete,0,1,0,1,0,2,3,,,,,,,,,,,,,
5,This website is biased,1,1,0,0,0,2,1.5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,2,1,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,2,,,,,,,,,,,,,,,,
Mean,3,3,3,3,1.5,,,,,,,,,,,,,,,,
Variance,2,2,2,2,0.5,,,,,,,,,,,,,,,,
Standard Deviation,1.41,1.41,1.41,1.41,0.71,,,,,,,,,,,,,,,,
Total Responses,2,2,2,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"123.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (22)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,2,1,3,4.33,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,1,1,3,4,,,,,,,,,,,,,
3,This website is accurate,0,0,1,1,1,3,4,,,,,,,,,,,,,
4,This website is complete,1,0,0,1,1,3,3.33,,,,,,,,,,,,,
5,This website is biased,1,0,2,0,0,3,2.33,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,4,3,3,1,1,,,,,,,,,,,,,,,,
Max Value,5,5,5,5,3,,,,,,,,,,,,,,,,
Mean,4.33,4,4,3.33,2.33,,,,,,,,,,,,,,,,
Variance,0.33,1,1,4.33,1.33,,,,,,,,,,,,,,,,
Standard Deviation,0.58,1,1,2.08,1.15,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"124.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (23)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,2,3,0,5,3.6,,,,,,,,,,,,,
2,This website is trustworthy,0,0,2,3,0,5,3.6,,,,,,,,,,,,,
3,This website is accurate,0,2,1,2,0,5,3,,,,,,,,,,,,,
4,This website is complete,0,2,3,0,0,5,2.6,,,,,,,,,,,,,
5,This website is biased,0,0,3,1,1,5,3.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,2,2,3,,,,,,,,,,,,,,,,
Max Value,4,4,4,3,5,,,,,,,,,,,,,,,,
Mean,3.6,3.6,3,2.6,3.6,,,,,,,,,,,,,,,,
Variance,0.3,0.3,1,0.3,0.8,,,,,,,,,,,,,,,,
Standard Deviation,0.55,0.55,1,0.55,0.89,,,,,,,,,,,,,,,,
Total Responses,5,5,5,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"125.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (24)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,1,1,3,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
3,This website is accurate,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
4,This website is complete,0,0,0,2,1,3,4.33,,,,,,,,,,,,,
5,This website is biased,0,1,2,0,0,3,2.67,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,3,4,2,,,,,,,,,,,,,,,,
Max Value,5,4,4,5,3,,,,,,,,,,,,,,,,
Mean,4,3.67,3.67,4.33,2.67,,,,,,,,,,,,,,,,
Variance,1,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,
Standard Deviation,1,0.58,0.58,0.58,0.58,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"126.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (25)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,1,0,0,1,3,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,0,0,1,3,,,,,,,,,,,,,
3,This website is accurate,0,1,0,0,0,1,2,,,,,,,,,,,,,
4,This website is complete,0,1,0,0,0,1,2,,,,,,,,,,,,,
5,This website is biased,0,0,1,0,0,1,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,3,3,2,2,3,,,,,,,,,,,,,,,,
Max Value,3,3,2,2,3,,,,,,,,,,,,,,,,
Mean,3,3,2,2,3,,,,,,,,,,,,,,,,
Variance,0,0,0,0,0,,,,,,,,,,,,,,,,
Standard Deviation,0,0,0,0,0,,,,,,,,,,,,,,,,
Total Responses,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"127.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (26)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,0,0,3,0,3,4,,,,,,,,,,,,,
2,This website is trustworthy,0,0,1,2,0,3,3.67,,,,,,,,,,,,,
3,This website is accurate,0,0,1,1,1,3,4,,,,,,,,,,,,,
4,This website is complete,0,2,0,1,0,3,2.67,,,,,,,,,,,,,
5,This website is biased,0,1,2,0,0,3,2.67,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,4,3,3,2,2,,,,,,,,,,,,,,,,
Max Value,4,4,5,4,3,,,,,,,,,,,,,,,,
Mean,4,3.67,4,2.67,2.67,,,,,,,,,,,,,,,,
Variance,0,0.33,1,1.33,0.33,,,,,,,,,,,,,,,,
Standard Deviation,0,0.58,1,1.15,0.58,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"128.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (27)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,1,2,0,4,3.25,,,,,,,,,,,,,
2,This website is trustworthy,0,1,1,2,0,4,3.25,,,,,,,,,,,,,
3,This website is accurate,0,2,1,1,0,4,2.75,,,,,,,,,,,,,
4,This website is complete,0,2,1,1,0,4,2.75,,,,,,,,,,,,,
5,This website is biased,0,0,1,0,3,4,4.5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,2,3,,,,,,,,,,,,,,,,
Max Value,4,4,4,4,5,,,,,,,,,,,,,,,,
Mean,3.25,3.25,2.75,2.75,4.5,,,,,,,,,,,,,,,,
Variance,0.92,0.92,0.92,0.92,1,,,,,,,,,,,,,,,,
Standard Deviation,0.96,0.96,0.96,0.96,1,,,,,,,,,,,,,,,,
Total Responses,4,4,4,4,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"129.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (28)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,0,1,1,1,0,3,3,,,,,,,,,,,,,
2,This website is trustworthy,0,1,1,1,0,3,3,,,,,,,,,,,,,
3,This website is accurate,0,1,1,1,0,3,3,,,,,,,,,,,,,
4,This website is complete,0,2,1,0,0,3,2.33,,,,,,,,,,,,,
5,This website is biased,0,0,2,0,1,3,3.67,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistic,This website is believable,This website is trustworthy,This website is accurate,This website is complete,This website is biased,,,,,,,,,,,,,,,,
Min Value,2,2,2,2,3,,,,,,,,,,,,,,,,
Max Value,4,4,4,3,5,,,,,,,,,,,,,,,,
Mean,3,3,3,2.33,3.67,,,,,,,,,,,,,,,,
Variance,1,1,1,0.33,1.33,,,,,,,,,,,,,,,,
Standard Deviation,1,1,1,0.58,1.15,,,,,,,,,,,,,,,,
Total Responses,3,3,3,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"130.  In the space below, please indicate how much you agree or disagree with the following statements about this website:&nbsp; (29)",,,,,,,,,,,,,,,,,,,,,
#,Question,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Total Responses,Mean,,,,,,,,,,,,,
1,This website is believable,1,1,0,0,0,2,1.5,,,,,,,,,,,,,
2,This website is trustworthy,1,1,0,0,0,2,1.5,,,,,,,,,,,,,
3,This website is accurate,1,1,0,0,0,2,1.5,,,,,,,,,,,,,
4,This website is complete,1,1,0,0,0,2,1.5,,,,,,,,,,,,,
